time_id,time_bucket,rv_actual,rv_predicted,model
2567,0,0.00039734416276142537,0.0002879900637762663,lightgbm
2567,1,0.0002542486728962105,0.00023043820057202,lightgbm
2567,2,0.00013312906544465477,0.00010717618971135073,lightgbm
2567,3,0.0003080121767372442,0.0002943515710584111,lightgbm
2567,4,0.00025885657076167795,0.00024866057495117087,lightgbm
2567,5,0.0003162002730295863,0.00023722303238224885,lightgbm
2568,0,0.0003038374063428246,0.00030603593661911345,lightgbm
2568,1,0.0003411314272688085,0.00034486599846140424,lightgbm
2568,2,0.00023309979809727708,0.00023199432225729988,lightgbm
2568,3,0.00014369694239338337,0.00013402277062704937,lightgbm
2568,4,0.0004038437281945973,0.00032255571542961554,lightgbm
2568,5,0.000339269068553635,0.0003418709691102099,lightgbm
2591,0,0.0005790008865352024,0.0004652147378097189,lightgbm
2591,1,0.00022635245886624841,0.00029737137087796646,lightgbm
2591,2,0.0005411828401146398,0.00043956391458705894,lightgbm
2591,3,0.0009279930305513807,0.0003903262146508775,lightgbm
2591,4,0.00034746488504448395,0.00039491681005765516,lightgbm
2591,5,0.0008453646309693592,0.00031109177897084583,lightgbm
2883,0,0.0002771466799611458,0.00031444243596034075,lightgbm
2883,1,0.0003233389708213327,0.00032669783053871184,lightgbm
2883,2,0.00016388541253252282,0.00016704072442086515,lightgbm
2883,3,0.0001724926049926021,0.00019932277619609412,lightgbm
2883,4,0.0002486608741846408,0.0002804018851742605,lightgbm
2883,5,0.00023416207050833214,0.0002771815317791118,lightgbm
3154,0,0.0002555515374035954,0.0002681457646248709,lightgbm
3154,1,0.00032053595516653576,0.0002728920693566701,lightgbm
3154,2,0.0006226668943869932,0.0003426714188730111,lightgbm
3154,3,0.00047662535930163434,0.00025850320691381436,lightgbm
3154,4,0.00010524068593430152,0.00012812816796994864,lightgbm
3154,5,0.00016327450210079089,0.00020160384959062765,lightgbm
3291,0,0.00028072242117700263,0.00025576296172931395,lightgbm
3291,1,0.00033080900988496394,0.0002750807682532861,lightgbm
3291,2,0.00037762035338763654,0.0004372175039357293,lightgbm
3291,3,0.00035063624261319595,0.00031538340292475224,lightgbm
3291,4,0.0007222067587277974,0.0005209481819282299,lightgbm
3291,5,0.00024122883760864053,0.0002511699878414097,lightgbm
3516,0,0.00011587947438817736,0.00011227596186665839,lightgbm
3516,1,0.00029600014071618397,0.00030120051838721266,lightgbm
3516,2,0.0004578585184340781,0.00038514149350535543,lightgbm
3516,3,0.00018784961786732542,0.0001594712321976406,lightgbm
3516,4,0.0003014556888021078,0.0002995351874534828,lightgbm
3516,5,0.00040055732065894363,0.00043040755905725557,lightgbm
3601,0,0.0007248175778167698,0.000828990762143797,lightgbm
3601,1,0.0006058076266816571,0.000564712063136207,lightgbm
3601,2,0.0007040256338245628,0.0007893337264497802,lightgbm
3601,3,0.0007284463166430544,0.000784192307347855,lightgbm
3601,4,0.0006833036887974775,0.000714788996483355,lightgbm
3601,5,0.0006288345881826111,0.0007281406597111621,lightgbm
3884,0,0.0005447822726047556,0.0005038328553388106,lightgbm
3884,1,0.0004564180936653531,0.0004700203811357111,lightgbm
3884,2,0.0008067429238528365,0.0008147234399314201,lightgbm
3884,3,0.0005257991114227049,0.0004812084635579497,lightgbm
3884,4,0.0010437670201570558,0.000964422464027988,lightgbm
3884,5,0.0007505855106204101,0.0008062022573243915,lightgbm
4004,0,0.00038315854631005495,0.0003376423146463008,lightgbm
4004,1,0.00044147122251743593,0.0004466503197758907,lightgbm
4004,2,0.0005629824713309231,0.0005569958510948364,lightgbm
4004,3,0.0008463670272851176,0.0005998564479459716,lightgbm
4004,4,0.0009678454868558373,0.0009080582372387589,lightgbm
4004,5,0.0005539228777141872,0.0005693919769215303,lightgbm
4069,0,0.0005459777444289069,0.0004485712041541157,lightgbm
4069,1,0.0006083844332664062,0.0005809056797192301,lightgbm
4069,2,0.0005699321019401952,0.0005333110916397554,lightgbm
4069,3,0.00039771028417567085,0.00036795077820076823,lightgbm
4069,4,0.00031933589470559863,0.0003197091672808695,lightgbm
4069,5,0.0005817654141886577,0.0005932742310614847,lightgbm
4084,0,0.0003084886017110916,0.0003045781825627032,lightgbm
4084,1,0.000294045020066795,0.00034220340352687654,lightgbm
4084,2,0.00029958461231542247,0.00029347917191477427,lightgbm
4084,3,0.00015793012066876762,0.00015034870155396896,lightgbm
4084,4,9.349377374925157e-05,8.99429600905513e-05,lightgbm
4084,5,0.00014031121017265928,0.00014748227306133748,lightgbm
5400,0,8.977848119961972e-05,8.558604891618159e-05,lightgbm
5400,1,0.00024000306674532457,0.00013630786089386852,lightgbm
5400,2,0.0002508303494793072,0.00022046736859599033,lightgbm
5400,3,0.0001515101165710267,0.00017400518827237433,lightgbm
5400,4,5.921555496982176e-05,5.448581146416531e-05,lightgbm
5400,5,6.568934080999875e-05,6.411249569553811e-05,lightgbm
6213,0,0.00038214836924259506,0.0004321050132750734,lightgbm
6213,1,0.0005824057997769815,0.0004528878061336463,lightgbm
6213,2,0.0005001629112841792,0.00047011198367173375,lightgbm
6213,3,0.0004477460556671364,0.00046355025114268945,lightgbm
6213,4,0.00023150924346227174,0.0002015356408860515,lightgbm
6213,5,0.0003248873054516713,0.0003417021466174317,lightgbm
6256,0,0.00119180202951913,0.0009507589796011439,lightgbm
6256,1,0.0010368574455544772,0.0008728372970516767,lightgbm
6256,2,0.0007985311667590306,0.0007525516140703772,lightgbm
6256,3,0.0008657168773878925,0.0008728166384147686,lightgbm
6256,4,0.0009117404016555749,0.0008276338388296983,lightgbm
6256,5,0.0009092055976978063,0.0010072333836699799,lightgbm
6545,0,0.00024398246861198093,0.00014865709079346602,lightgbm
6545,1,0.0003007056150604342,0.0002250989182867178,lightgbm
6545,2,0.00019851455580340835,0.0001632624430562987,lightgbm
6545,3,0.00030803937604263553,0.0002618281410563954,lightgbm
6545,4,0.00043172037630433943,0.00022366004476064843,lightgbm
6545,5,0.00012040130843782285,0.00011492847298478186,lightgbm
6679,0,0.0006331354514864398,0.0005026517452451399,lightgbm
6679,1,0.0008362992031821005,0.0004902980956623477,lightgbm
6679,2,0.001019285828642537,0.0004611333643859769,lightgbm
6679,3,0.0004734692829780431,0.00044433578431151506,lightgbm
6679,4,0.0004052947220533416,0.0003647373643356383,lightgbm
6679,5,0.0005894513265519535,0.0004780830768337521,lightgbm
6693,0,0.00032751633151899756,0.0002752747703522829,lightgbm
6693,1,0.000201501039720184,0.0002252717374966496,lightgbm
6693,2,0.00010463301956659194,0.00011795783141507133,lightgbm
6693,3,0.00041515375141181507,0.00034187697164726484,lightgbm
6693,4,0.0003077804226897138,0.00022490823903512555,lightgbm
6693,5,0.00020498021165303901,0.0001573747442527404,lightgbm
6850,0,0.0003119706881999014,0.000290114838792153,lightgbm
6850,1,2.6868126470944534e-05,2.452307751694675e-05,lightgbm
6850,2,5.391698778324016e-05,4.772434361261679e-05,lightgbm
6850,3,1.8695875144345094e-05,1.7184261946752087e-05,lightgbm
6850,4,0.00028606955300347034,0.00022690309186238912,lightgbm
6850,5,0.000452854457024313,0.00026791757676750686,lightgbm
7005,0,0.00044851087417027084,0.00048678185135605405,lightgbm
7005,1,0.0005411018094173528,0.0004891479958996778,lightgbm
7005,2,0.0004496749975247111,0.0004949279885031447,lightgbm
7005,3,0.00016509636398367883,0.00015811729755246955,lightgbm
7005,4,0.00032874105317947944,0.0003063333828476583,lightgbm
7005,5,0.0004694665352205708,0.0005227793715654567,lightgbm
7260,0,0.0005322544459080665,0.00037656783540396255,lightgbm
7260,1,0.0002428845577732805,0.00022682823563612684,lightgbm
7260,2,0.00048574808851347697,0.0004764952901249613,lightgbm
7260,3,0.0003968886247053922,0.0004018362389158419,lightgbm
7260,4,0.0004070965595150995,0.00042408585235616995,lightgbm
7260,5,0.0002546002587066621,0.0002465176529113399,lightgbm
7465,0,0.0006972542981943808,0.0005850396597545863,lightgbm
7465,1,0.0005693470934865692,0.0005629754472644356,lightgbm
7465,2,0.0003890227601971359,0.0004159649404270356,lightgbm
7465,3,0.00028071896478461993,0.0002522010791144654,lightgbm
7465,4,0.0006648129963438732,0.0005322557072970046,lightgbm
7465,5,0.0005305106248806436,0.000497756391672133,lightgbm
7624,0,0.0007102233086699975,0.0007286878027579451,lightgbm
7624,1,0.0013174180368690335,0.0013198783024377283,lightgbm
7624,2,0.0006855113003396287,0.0008371946368107053,lightgbm
7624,3,0.0003414505398925505,0.0004558099460121076,lightgbm
7624,4,0.0003584674255626225,0.00039229447925210123,lightgbm
7624,5,0.0007847072384280172,0.0007200898825720401,lightgbm
7909,0,0.00023689845426942677,0.00024043892038442058,lightgbm
7909,1,0.00023438926812774998,0.0002978362516711199,lightgbm
7909,2,0.0001410554512286669,0.00017136839540468567,lightgbm
7909,3,0.0002927352526100314,0.00030014312364416034,lightgbm
7909,4,0.00017858346753378353,0.00019245427446052806,lightgbm
7909,5,0.00024227952042000784,0.0002460535993504485,lightgbm
8191,0,0.0001337488529595648,0.00014902045365290857,lightgbm
8191,1,0.0003574055783907676,0.00038661233852956776,lightgbm
8191,2,0.00036206247089033477,0.0003500343871947212,lightgbm
8191,3,0.00037624040331286874,0.0003565731618657419,lightgbm
8191,4,0.0005541578136212308,0.0005176630808238597,lightgbm
8191,5,0.00028877241694431655,0.00026461027545036735,lightgbm
8573,0,0.00039731890492871987,0.00035878412514419645,lightgbm
8573,1,0.00036632976520447534,0.0003852527419017309,lightgbm
8573,2,0.0001635213707668753,0.00013597165099734937,lightgbm
8573,3,5.708771574717453e-05,6.79790795662805e-05,lightgbm
8573,4,0.00021453029901398083,0.00020666163303058012,lightgbm
8573,5,0.00026466253023498464,0.00018433234149051002,lightgbm
8590,0,0.00011997530400262463,0.0001224000174930883,lightgbm
8590,1,0.0003314998642256504,0.0003285471925598235,lightgbm
8590,2,0.00040073875685469283,0.00034586630967237754,lightgbm
8590,3,0.00021896763746527174,0.0001921379204433726,lightgbm
8590,4,0.0002569735833214693,0.00027888281154377667,lightgbm
8590,5,0.00027946932166709906,0.000272806640973329,lightgbm
8937,0,0.0002987847937237598,0.0002748788455967578,lightgbm
8937,1,0.00046445884712395204,0.00042887805648210485,lightgbm
8937,2,0.000316250702733024,0.0003279774076372398,lightgbm
8937,3,0.00037328699655691876,0.0002852036403383229,lightgbm
8937,4,0.00032652284831491456,0.0003224539574820398,lightgbm
8937,5,0.0002329852205403542,0.0002607986862205609,lightgbm
9243,0,0.0001569520978939613,0.00013722251791509015,lightgbm
9243,1,0.0005840182147348376,0.00048606780953605827,lightgbm
9243,2,0.0003045807066713683,0.00032115555971375847,lightgbm
9243,3,0.0003952314082141604,0.00036394835291199526,lightgbm
9243,4,0.0001403835778876034,0.00011772299749065627,lightgbm
9243,5,0.00011421505377078079,0.00012752103045031186,lightgbm
9279,0,0.00034737267076438954,0.00035258921675847445,lightgbm
9279,1,0.0013982581968261256,0.0012321581214024893,lightgbm
9279,2,0.001490338266410506,0.0016200647071507475,lightgbm
9279,3,0.0008713009550699493,0.0009904330948613306,lightgbm
9279,4,0.0008055496735518344,0.0008180084001493129,lightgbm
9279,5,0.0008577536240167299,0.0009674169718908226,lightgbm
9779,0,0.0013046266376523573,0.0010046058940768102,lightgbm
9779,1,0.002175624403385954,0.002360802018885802,lightgbm
9779,2,0.00221386005619405,0.0021906310821251662,lightgbm
9779,3,0.003027143286819163,0.002076780314487663,lightgbm
9779,4,0.0009736336153152339,0.0007849135982800567,lightgbm
9779,5,0.0021082532471667728,0.0017622551949393486,lightgbm
10111,0,0.0002636391018228484,0.0003180260436858491,lightgbm
10111,1,0.0003895937371201957,0.0003830807622996478,lightgbm
10111,2,0.0002797816508972857,0.00032847778635896707,lightgbm
10111,3,0.0004886751546026638,0.000508968786202813,lightgbm
10111,4,0.0004543225333910577,0.0004506360839384595,lightgbm
10111,5,0.0005098468779212058,0.00042475063307004506,lightgbm
10209,0,0.0002986170780099522,0.00031164360403814915,lightgbm
10209,1,0.0003571444723517007,0.0003644425177455986,lightgbm
10209,2,0.00018494891055879193,0.00017351947509350576,lightgbm
10209,3,0.0002430206561630573,0.00026202301279420673,lightgbm
10209,4,0.0001588559369170526,0.00014497773709062312,lightgbm
10209,5,0.0002568846212747181,0.00024674758710075133,lightgbm
10642,0,0.000152422552030735,0.00017999692623596808,lightgbm
10642,1,0.00019527333568208056,0.0001860795587294109,lightgbm
10642,2,0.00014198131042087573,0.0001600914233566257,lightgbm
10642,3,0.00017869266779109007,0.00018574600873691468,lightgbm
10642,4,0.00011063100473849126,0.00011093569229502814,lightgbm
10642,5,0.0001754801096192647,0.00015459849412750572,lightgbm
11874,0,0.00031280043296957937,0.0002632943068020716,lightgbm
11874,1,0.0002985659161471269,0.0003096674551460733,lightgbm
11874,2,6.0818845277110546e-05,5.444951332219053e-05,lightgbm
11874,3,0.00010886950967421351,0.00012017345575618847,lightgbm
11874,4,0.0001514187540077572,0.00013591094416569316,lightgbm
11874,5,0.00016675724464102585,0.00015787185325090184,lightgbm
12584,0,0.0009269641918465058,0.0006788144244568409,lightgbm
12584,1,0.0008795613241730225,0.0007093162916523958,lightgbm
12584,2,0.0007618417609936224,0.0008249940039064109,lightgbm
12584,3,0.0004772539033085456,0.0004588227815282192,lightgbm
12584,4,0.0006333493029549344,0.0006792396702374276,lightgbm
12584,5,0.00041025192127318826,0.00044312425904869193,lightgbm
13305,0,0.0004545867002758172,0.0005222541479668511,lightgbm
13305,1,0.00015311929141522386,0.00015297914978940077,lightgbm
13305,2,0.0007522645585413255,0.0006878190906546158,lightgbm
13305,3,0.00045890869165131446,0.0004630116276764492,lightgbm
13305,4,0.0001870455825024635,0.0001877428997254337,lightgbm
13305,5,0.0007368639600352781,0.0004188578374471489,lightgbm
13321,0,0.0003835023263573152,0.0003633435593306144,lightgbm
13321,1,0.00036722995885771377,0.00034771795207222275,lightgbm
13321,2,0.00021281098695443397,0.0001956321634609561,lightgbm
13321,3,0.00011642155938002203,0.0001056034541639282,lightgbm
13321,4,0.0007031781022377959,0.0003620279465657356,lightgbm
13321,5,0.0007046725073710412,0.0005227584149001541,lightgbm
13410,0,0.00018424766953382317,0.00013846095776679616,lightgbm
13410,1,8.617768464634064e-05,9.411267667656691e-05,lightgbm
13410,2,8.861262183440464e-05,0.0001083266856212676,lightgbm
13410,3,0.0001959778253580879,0.00017574676607674057,lightgbm
13410,4,5.389815872130019e-05,4.764133493903186e-05,lightgbm
13410,5,0.00024348908348143913,0.00021284390421353,lightgbm
13421,0,0.0003506089980068331,0.0002573533791429529,lightgbm
13421,1,0.0002576273856014534,0.00016822394178590244,lightgbm
13421,2,9.976350119159651e-05,6.770080464110638e-05,lightgbm
13421,3,0.00032745621536718774,0.0001757933913184235,lightgbm
13421,4,0.00011241471276912561,0.0001560307227240051,lightgbm
13421,5,0.00029378570261589235,0.00021125118406904936,lightgbm
13851,0,0.0029206681844728914,0.0017259718454717438,lightgbm
13851,1,0.0007184511348008628,0.0007149364454963773,lightgbm
13851,2,0.0013100653125956382,0.0012840914154404698,lightgbm
13851,3,0.0003831841430217598,0.0003683000165950094,lightgbm
13851,4,0.0006516850377192257,0.0006241963950876394,lightgbm
13851,5,0.0011333147044580974,0.0009413593559582196,lightgbm
14093,0,0.00033639660772271035,0.00025106517552522627,lightgbm
14093,1,0.0002825403407874713,0.00026385668729171305,lightgbm
14093,2,0.0002880808405222088,0.00024294446642187094,lightgbm
14093,3,0.0003926719837545317,0.00020185711017939732,lightgbm
14093,4,0.00027747819863040726,0.0002474707993150216,lightgbm
14093,5,0.000253910684346008,0.00023209803138444563,lightgbm
14435,0,0.00035277826264876606,0.0003688986920080564,lightgbm
14435,1,0.0001938439991845981,0.00020952201081185913,lightgbm
14435,2,0.0003847825573722968,0.00043020752613195977,lightgbm
14435,3,0.00023071821921777524,0.00023415841627369682,lightgbm
14435,4,0.0002163761443931075,0.00021044229820086025,lightgbm
14435,5,0.00012274546899539417,0.00010035486528304836,lightgbm
14442,0,0.0010600200607495205,0.000553353307098566,lightgbm
14442,1,0.0007081724043407713,0.00044763348120093556,lightgbm
14442,2,0.0003047244305334595,0.00036363874628264815,lightgbm
14442,3,5.0333011306617705e-05,5.74656341191411e-05,lightgbm
14442,4,0.00024213239029641627,0.0002701782235032047,lightgbm
14442,5,0.00042905253490555607,0.0003158014707562404,lightgbm
14646,0,0.00028152154566131064,0.00012148980402956834,lightgbm
14646,1,0.00024147675306906372,0.00018698542152413518,lightgbm
14646,2,0.00015778709161472595,0.00013738714515079177,lightgbm
14646,3,6.307460918370985e-05,5.384805864274837e-05,lightgbm
14646,4,0.00016010873607398739,0.00010283165249744672,lightgbm
14646,5,0.00016136606646258858,0.0001101564315620022,lightgbm
14795,0,0.00040829269924596846,0.00040026714628658804,lightgbm
14795,1,0.0006660812348100105,0.0005957573253212606,lightgbm
14795,2,0.0003951013569372465,0.0004158268505468664,lightgbm
14795,3,0.0005836561073624806,0.00045613257835886334,lightgbm
14795,4,0.0004824427926872936,0.0004462272327800564,lightgbm
14795,5,0.0003875920468027633,0.0003690189388219406,lightgbm
14897,0,0.0003947603922755027,0.0003660872688781462,lightgbm
14897,1,0.0004641100743079455,0.00046621596187053685,lightgbm
14897,2,0.0007021810568245497,0.0006058808710902715,lightgbm
14897,3,0.0005246697671280785,0.0004919351803561317,lightgbm
14897,4,0.0004500479004724898,0.00041565966524487766,lightgbm
14897,5,0.0005067245952320369,0.0005117667301371211,lightgbm
15092,0,0.0007226907324057593,0.0007433956695415176,lightgbm
15092,1,0.0006552333844556146,0.0006538670899842266,lightgbm
15092,2,0.0012916215992554846,0.001149045909049365,lightgbm
15092,3,0.0004731999860459675,0.0004448363637495078,lightgbm
15092,4,0.0008887118806722698,0.000845385192677673,lightgbm
15092,5,0.0007405347776496231,0.0007653969709683395,lightgbm
15173,0,0.00042290936489151605,0.0004933379027512622,lightgbm
15173,1,0.00035270942893595814,0.00038960944011142757,lightgbm
15173,2,0.00043377811355073604,0.0004405648997272387,lightgbm
15173,3,0.00039192201669883183,0.0004277601014128521,lightgbm
15173,4,0.00047221172650070437,0.00040343939324617267,lightgbm
15173,5,0.00024085787359467512,0.00027068101519473397,lightgbm
15319,0,0.00030426924171129293,0.00025293154617595664,lightgbm
15319,1,0.001261609591514372,0.0008915249540695136,lightgbm
15319,2,0.0007620330222402889,0.0007466918695619106,lightgbm
15319,3,0.00028604457417328406,0.0002631655939778277,lightgbm
15319,4,0.0006836664004986555,0.0008305221999567818,lightgbm
15319,5,0.0003462145009013311,0.00033591488363331526,lightgbm
15730,0,0.0003171278912997827,0.0002605056990701893,lightgbm
15730,1,0.00022631786416713235,0.00021463349621826325,lightgbm
15730,2,0.00018168384762838353,0.00018507783865413186,lightgbm
15730,3,0.00013355813841877507,0.00012717852019733248,lightgbm
15730,4,0.00015602839877757818,0.00018787225370983854,lightgbm
15730,5,0.00019010745919892307,0.00020194053732739976,lightgbm
16127,0,0.0007577268996113776,0.0005532620599171569,lightgbm
16127,1,0.0005056971866340106,0.0005289855183213135,lightgbm
16127,2,0.0005090991041566137,0.0005334410501009173,lightgbm
16127,3,0.0004034066286301384,0.00048807132031954213,lightgbm
16127,4,0.000353015820641023,0.00036131447221132164,lightgbm
16127,5,0.0008456163867199255,0.0007549518070963012,lightgbm
16320,0,0.0004931094060779893,0.0002472129604849639,lightgbm
16320,1,0.00018004021758865333,0.00018060112455029495,lightgbm
16320,2,0.00027924325794376176,0.0002593035308270198,lightgbm
16320,3,0.0001703606682332729,0.00017752862002788937,lightgbm
16320,4,0.00021912406733509303,0.00018659557672639444,lightgbm
16320,5,9.130022679098604e-05,8.827584913168569e-05,lightgbm
16666,0,0.0001830220489764845,0.00019726255997906157,lightgbm
16666,1,0.00024465000810809477,0.00017966649212778664,lightgbm
16666,2,0.000209483635429321,0.00017917008753696423,lightgbm
16666,3,8.038544696910251e-05,6.636943744779586e-05,lightgbm
16666,4,0.00010583916520474196,0.0001082540879370356,lightgbm
16666,5,0.00016834007268836827,0.00017820746130597787,lightgbm
16978,0,0.00033194056582512387,0.00030218279538623817,lightgbm
16978,1,0.00034034197879611786,0.0002714767570347682,lightgbm
16978,2,0.00042710911948503114,0.0004195326438384692,lightgbm
16978,3,0.0002145367075334584,0.00025684870540685457,lightgbm
16978,4,0.0001793115736060929,0.00020970006513594436,lightgbm
16978,5,0.00037477023833960876,0.00029589563611957006,lightgbm
17785,0,0.0002818482050884613,0.00031171816949416154,lightgbm
17785,1,0.0002948100699703546,0.0003375975763945736,lightgbm
17785,2,0.0002580061397600044,0.0002516323701107941,lightgbm
17785,3,0.0002522227866751272,0.00023192005369262567,lightgbm
17785,4,0.00018236702627310366,0.00020286868432915658,lightgbm
17785,5,0.0003170045224080398,0.00031126667563341167,lightgbm
17838,0,0.00028063239363013907,0.0003153823082210505,lightgbm
17838,1,2.853073716097324e-05,2.7911070802668745e-05,lightgbm
17838,2,0.0003100392881290324,0.0002243114101023113,lightgbm
17838,3,0.00019333914321870328,0.00015952126427575474,lightgbm
17838,4,0.0006123539056715041,0.0003782529499891838,lightgbm
17838,5,0.0009492569493410664,0.0005239740152105821,lightgbm
19234,0,0.00039847894507791866,0.00032534525569195393,lightgbm
19234,1,0.00018491085801050942,0.00019742999218737536,lightgbm
19234,2,0.0002251867978562483,0.00022051162343663248,lightgbm
19234,3,0.00014743895201359066,0.00017801576326600935,lightgbm
19234,4,0.00026533334417633584,0.00029561568175653935,lightgbm
19234,5,0.0004271565348730749,0.0003453192286253237,lightgbm
19309,0,0.00041427075331412755,0.00038958477038508846,lightgbm
19309,1,0.0004276661670576338,0.00039242372098981866,lightgbm
19309,2,0.0003486318544697086,0.00041167972132854456,lightgbm
19309,3,0.0004165370971271329,0.0004037578674946179,lightgbm
19309,4,0.000364649222119631,0.0003546275831837983,lightgbm
19309,5,0.0005823974152585834,0.0005310780393361863,lightgbm
19629,0,0.0005272691661673208,0.0004320865238691062,lightgbm
19629,1,0.0005015176624193186,0.00038314974476259144,lightgbm
19629,2,0.00023838477427452298,0.0002598462875160475,lightgbm
19629,3,0.0004320033599307677,0.000460479473545691,lightgbm
19629,4,0.000734000881131679,0.0004859887088154419,lightgbm
19629,5,0.0005800505839778507,0.0003936630992183175,lightgbm
20410,0,0.0002753436218531113,0.0002193595744760003,lightgbm
20410,1,8.193121096372693e-05,9.239864774084164e-05,lightgbm
20410,2,0.0002494106226594908,0.00023254835690076373,lightgbm
20410,3,0.0003232969237533273,0.0003047851818933279,lightgbm
20410,4,0.0001795216641038076,0.0001661006365512379,lightgbm
20410,5,0.0002110998322708128,0.00021349278275301794,lightgbm
20935,0,0.0001311617113957314,0.00010784152739077848,lightgbm
20935,1,0.00018463643329591576,0.00014718033649311892,lightgbm
20935,2,0.00014001706669165557,8.917069046622807e-05,lightgbm
20935,3,6.26792030124403e-05,7.787601168425968e-05,lightgbm
20935,4,0.00016934967082482153,0.0001435562967772037,lightgbm
20935,5,0.00017736207936975933,9.471078397397267e-05,lightgbm
20973,0,0.0002145870878924571,0.00019990128188433212,lightgbm
20973,1,0.00017429520508600407,0.00019749789529963728,lightgbm
20973,2,0.0002222115781254081,0.00021829652097331525,lightgbm
20973,3,0.00019952617628931588,0.00019880782325278447,lightgbm
20973,4,0.00024358289811840715,0.00018448031261678797,lightgbm
20973,5,0.0004821588008443001,0.0002604851945889205,lightgbm
